property_id,url,rental_price,bedrooms,bathrooms,car_spaces,property_type,land_area,property_features,suburb,postcode,scraped_date,wayback_url,wayback_time
15623191,/102-10-mills-boulevard-alphington-vic-3078-15623191,$900 weekly,3,3,2,Townhouse,0,"3, ,3, ,2,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/102-10-mills-boulevard-alphington-vic-3078-15623191,20250113124311
16192433,/209-23-mills-boulevard-alphington-vic-3078-16192433,$500 pw,1,1,1,Apartment / Unit / Flat,0,"1, ,1, ,1,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/209-23-mills-boulevard-alphington-vic-3078-16192433,20250113124311
16721250,/101-10-mills-boulevard-alphington-vic-3078-16721250,$940,3,2,2,Townhouse,0,"3, ,2, ,2,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/101-10-mills-boulevard-alphington-vic-3078-16721250,20250113124311
16856726,/518-58-myrtle-street-ivanhoe-vic-3079-16856726,$500 per week,1,1,1,Apartment / Unit / Flat,0,"1, ,1, ,1,",IVANHOE,3079,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/518-58-myrtle-street-ivanhoe-vic-3079-16856726,20250113124311
17035763,/1304-45-linden-avenue-ivanhoe-vic-3079-17035763,$680 PER WEEK,2,2,2,Apartment / Unit / Flat,0,"2, ,2, ,2,",IVANHOE,3079,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/1304-45-linden-avenue-ivanhoe-vic-3079-17035763,20250113124311
17287149,/8-1a-hamilton-street-alphington-vic-3078-17287149,$770 per week,3,2,2,Townhouse,0,"3, ,2, ,2,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/8-1a-hamilton-street-alphington-vic-3078-17287149,20250113124311
17352008,/201-111-parkview-road-alphington-vic-3078-17352008,$500 weekly,1,1,1,Apartment / Unit / Flat,0,"1, ,1, ,1,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/201-111-parkview-road-alphington-vic-3078-17352008,20250113124311
17357643,/10-1a-hamilton-street-alphington-vic-3078-17357643,$790 Per Week,3,2,2,Townhouse,0,"3, ,2, ,2,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/10-1a-hamilton-street-alphington-vic-3078-17357643,20250113124311
17362929,/5-24-26-coate-avenue-alphington-vic-3078-17362929,$765.00,3,1,1,Townhouse,0,"3, ,1, ,1,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/5-24-26-coate-avenue-alphington-vic-3078-17362929,20250113124311
17364813,/10-1a-hamilton-street-alphington-vic-3078-17364813,$790 Per Week,3,2,2,Townhouse,0,"3, ,2, ,2,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/10-1a-hamilton-street-alphington-vic-3078-17364813,20250113124311
17364817,/8-1a-hamilton-street-alphington-vic-3078-17364817,$770 per week,3,2,2,Townhouse,0,"3, ,2, ,2,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/8-1a-hamilton-street-alphington-vic-3078-17364817,20250113124311
17365418,/16-toolangi-road-alphington-vic-3078-17365418,$980,3,1,1,House,0,"3, ,1, ,1,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/16-toolangi-road-alphington-vic-3078-17365418,20250113124311
17366895,/108-37-mills-boulevard-alphington-vic-3078-17366895,$620pw / $2694pcm,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",ALPHINGTON,3078,2025-01-13 12:43:11,https://web.archive.org/web/20250113124311/https://www.domain.com.au/108-37-mills-boulevard-alphington-vic-3078-17366895,20250113124311
