property_id,url,rental_price,bedrooms,bathrooms,car_spaces,property_type,land_area,property_features,suburb,postcode,scraped_date,wayback_url,wayback_time
15295354,/212-1-acacia-place-abbotsford-vic-3067-15295354,$350 per week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",ABBOTSFORD,3067,2022-06-27 14:25:52,https://web.archive.org/web/20220627142552/https://www.domain.com.au/212-1-acacia-place-abbotsford-vic-3067-15295354,20220627142552
15302378,/h404-10-16-trenerry-crescent-abbotsford-vic-3067-15302378,$425 per week,1,1,1,Apartment / Unit / Flat,0,"1, ,1, ,1,",ABBOTSFORD,3067,2022-06-27 14:25:52,https://web.archive.org/web/20220627142552/https://www.domain.com.au/h404-10-16-trenerry-crescent-abbotsford-vic-3067-15302378,20220627142552
15692820,/4-84-stafford-street-abbotsford-vic-3067-15692820,$350,1,1,1,Apartment / Unit / Flat,0,"1, ,1, ,1,",ABBOTSFORD,3067,2022-06-27 14:25:52,https://web.archive.org/web/20220627142552/https://www.domain.com.au/4-84-stafford-street-abbotsford-vic-3067-15692820,20220627142552
15932920,/102-14-trenerry-crescent-abbotsford-vic-3067-15932920,$530 per week,2,1,1,Apartment / Unit / Flat,0,"2, ,1, ,1,",ABBOTSFORD,3067,2022-06-27 14:25:52,https://web.archive.org/web/20220627142552/https://www.domain.com.au/102-14-trenerry-crescent-abbotsford-vic-3067-15932920,20220627142552
15934559,/29-studley-street-abbotsford-vic-3067-15934559,$575 per week,2,1,,House,0,"2, ,1, ,,",ABBOTSFORD,3067,2022-06-27 14:25:52,https://web.archive.org/web/20220627142552/https://www.domain.com.au/29-studley-street-abbotsford-vic-3067-15934559,20220627142552
15934650,/202-88-trenerry-crescent-abbotsford-vic-3067-15934650,$500 per week,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",ABBOTSFORD,3067,2022-06-27 14:25:52,https://web.archive.org/web/20220627142552/https://www.domain.com.au/202-88-trenerry-crescent-abbotsford-vic-3067-15934650,20220627142552
15935244,/225-631-victoria-street-abbotsford-vic-3067-15935244,$575 per week,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",ABBOTSFORD,3067,2022-06-27 14:25:52,https://web.archive.org/web/20220627142552/https://www.domain.com.au/225-631-victoria-street-abbotsford-vic-3067-15935244,20220627142552
15935425,/617-4-acacia-place-abbotsford-vic-3067-15935425,$410 per week,1,1,1,Apartment / Unit / Flat,0,"1, ,1, ,1,",ABBOTSFORD,3067,2022-06-27 14:25:52,https://web.archive.org/web/20220627142552/https://www.domain.com.au/617-4-acacia-place-abbotsford-vic-3067-15935425,20220627142552
15935648,/c403-609-victoria-street-abbotsford-vic-3067-15935648,$480 per week,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",ABBOTSFORD,3067,2022-06-27 14:25:52,https://web.archive.org/web/20220627142552/https://www.domain.com.au/c403-609-victoria-street-abbotsford-vic-3067-15935648,20220627142552
15936139,/802-1-acacia-place-abbotsford-vic-3067-15936139,$350 per week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",ABBOTSFORD,3067,2022-06-27 14:25:52,https://web.archive.org/web/20220627142552/https://www.domain.com.au/802-1-acacia-place-abbotsford-vic-3067-15936139,20220627142552
