property_id,coordinates,stationid,min_route_dist_m,min_route_dur_s
17757895,POINT (144.3859543 -38.1828314),50708,336.96,70.9
17757894,POINT (145.0257262 -37.7843051),19289,516.54,80.89
17757887,POINT (145.1210457 -38.1803553),13342,69.76,5.02
17757884,POINT (145.0002351 -37.8139295),19088,47.61,5.67
17757877,POINT (144.4260314 -37.6619104),46974,344.92,61.02
17757870,POINT (145.1314812 -37.7687312),5167,420.34,93.21
17757862,POINT (145.0395373 -37.6606301),2293,61.02,14.64
17757857,POINT (145.2728479 -37.8022409),8745,295.23,33.38
17757855,POINT (144.6622109 -37.8599552),21635,119.96,15.12
17757850,POINT (144.9087082 -37.7000992),8062,88.78,21.31
17757804,POINT (145.1538576 -37.8909676),11909,430.56,92.27
17757791,POINT (143.8678602 -37.5452002),48345,298.23,50.3
17757743,POINT (145.0387373 -37.7433515),494,308.16,40.55
17757740,POINT (141.5956898 -38.367694),36367,167.92,40.3
17757736,POINT (144.9031009 -37.73961380000001),7257,230.93,38.39
17757734,POINT (145.1404692 -37.82318679999999),6201,599.05,69.74
17757725,POINT (145.0392945 -37.7520727),392,176.68,11.56
17757703,POINT (145.1149023 -37.7070443),43433,553.25,114.64
17757693,POINT (144.6517385 -37.7391679),27576,1256.42,144.6
17757691,POINT (144.6811609 -37.8902356),50198,383.35,52.02
17757683,POINT (145.0258319 -37.7846416),44950,572.32,107.64
17757675,POINT (145.0463959 -37.6136463),28082,1822.97,201.7
17757662,POINT (145.1557998 -38.1924947),11166,298.68,68.68
17757641,POINT (145.398793 -38.0678701),48385,1473.92,180.53
17757630,POINT (144.964417 -37.8227349),20488,198.55,42.62
17757626,POINT (145.2004767 -38.1074669),51811,670.67,141.68
17757618,POINT (144.3606842 -38.0810344),30162,981.63,190.15
17757617,POINT (146.005664 -36.0098069),37630,695.62,90.28
17757598,POINT (145.3439934 -37.9213789),13983,1484.67,166.52
17757572,POINT (145.1988438 -37.814048),1370,367.1,46.11
17757571,POINT (144.9438616 -37.8292563),4910,305.69,54.85
17757565,POINT (145.407652 -36.3956798),43626,318.17,69.12
17757543,POINT (144.785074 -37.890136),14438,489.09,68.58
17757542,POINT (145.1748407 -37.8629274),16583,707.62,60.41
17757522,POINT (145.1175379 -37.60686940000001),28169,837.5,110.87
17757514,POINT (145.2809712 -38.107654),18113,414.52,62.46
17757495,POINT (145.0029753 -37.6635882),22407,53.5,7.7
17757482,POINT (145.0671343 -37.8851779),14733,32.37,6.18
17757481,POINT (145.0499433 -37.9096273),16440,330.85,43.01
17757480,POINT (143.8871779 -37.569405),48341,352.8,67.87
17757474,POINT (144.9543901 -37.8155863),18189,254.0,47.73
17757467,POINT (144.9990847 -37.76619),6036,52.34,5.38
17757436,POINT (144.995215 -37.83924469999999),19326,20.98,2.52
17757425,POINT (145.3437469 -38.0309443),3697,109.05,28.22
17757415,POINT (144.9871592 -37.8374007),1119,60.77,4.87
17757413,POINT (144.6322677 -37.8793146),44396,830.53,119.59
17757404,POINT (144.9542789 -37.8166152),17848,360.88,59.3
17757375,POINT (144.5470957 -37.6851783),11350,407.68,58.7
17757368,POINT (145.0243412 -37.6777178),4524,71.14,7.82
17757337,POINT (145.3118454 -37.77637259999999),14385,178.25,17.83
17757318,POINT (142.3504007 -34.4578952),,,
17757308,POINT (144.4110909 -38.0200053),30055,610.91,113.57
17757293,POINT (144.7486887 -37.8247866),47619,955.24,42.54
17757288,POINT (144.9395989 -37.8144179),46874,149.39,23.87
17757267,POINT (144.8688459 -37.8346302),8324,164.35,21.73
17757251,POINT (144.9675355 -37.8307587),18225,450.29,91.32
17757237,POINT (146.4366277 -38.2301948),32058,613.23,64.44
17757229,POINT (143.7873419 -37.2955378),36619,158.98,15.17
17757197,POINT (145.0110901 -37.8640213),3949,138.52,24.64
17757194,POINT (145.225582 -37.8074569),3210,298.49,36.72
17757189,POINT (145.2495378 -38.0618104),51200,530.43,81.97
17757178,POINT (145.3211751 -38.0393859),13526,300.37,65.18
17757146,POINT (144.7354077 -37.8986887),46658,901.07,127.63
17757137,POINT (144.9602874 -37.806138),17871,348.69,52.15
17757125,POINT (144.6623116 -37.8803215),5224,175.12,25.22
17757122,POINT (146.2944271 -38.18725329999999),51523,85.42,12.3
17757116,POINT (144.9585916 -37.8175602),17908,116.67,14.8
17757102,POINT (145.1755728 -37.7036019),7817,50.7,12.17
17757064,POINT (146.9490021 -36.139405),,,
17757046,POINT (144.9628692 -37.8261925),654,359.34,78.4
17757038,POINT (144.9620243 -37.8249338),654,231.84,37.58
17757023,POINT (144.947169 -37.769176),9569,144.58,28.14
17756994,POINT (145.0655825 -37.8616087),15486,121.36,12.71
17756971,POINT (142.1475462 -34.2093793),44277,512.27,103.53
17756883,POINT (144.9410845 -37.6713802),8877,707.21,56.57
17756878,POINT (145.3933072 -38.1057955),28884,405.13,52.21
17756877,POINT (145.0648691 -37.97252520000001),11255,706.72,114.95
17756875,POINT (145.388404 -38.1017935),28969,135.28,24.42
17756864,POINT (145.0548634 -37.8371979),19047,176.04,23.43
17756863,POINT (144.3554954 -38.1483146),30522,42.49,5.1
17756844,POINT (145.1034455 -37.8017995),4654,159.46,33.06
17756842,POINT (144.9622479 -37.821961),18450,795.04,150.62
17756819,POINT (145.0665418 -37.76106160000001),17269,463.12,70.26
17756683,POINT (144.66004 -37.8387637),50111,400.27,57.63
17756682,POINT (144.4287732 -37.6826784),37710,447.03,51.45
17756652,POINT (145.221234 -37.8465615),16681,139.01,15.19
17756640,POINT (144.692103 -37.8162532),28537,2848.0,316.29
17756624,POINT (145.0775566 -37.8580246),12389,748.29,95.44
17756589,POINT (145.3300367 -38.0831074),51320,440.14,85.34
17756572,POINT (145.3222469 -38.11488569999999),51221,547.95,74.31
17756565,POINT (144.9782544 -37.8362634),52112,355.31,40.35
17756534,POINT (143.8256472 -37.5966276),50283,677.97,110.22
17756521,POINT (144.8631434 -37.7231436),6148,379.91,91.18
17756505,POINT (144.9437223 -37.8443239),47134,200.87,30.01
17756492,POINT (144.953627 -37.8173833),18194,156.53,17.51
17756491,POINT (146.431987 -38.22857260000001),32058,96.53,15.36
17756476,POINT (143.874689 -37.5421507),35336,27.92,6.7
17756463,POINT (146.2239873 -38.304749),,,
17756461,POINT (144.8223621 -37.7669977),7928,675.55,86.35
17756428,POINT (143.797476 -37.5942367),48598,827.45,194.08
17756424,POINT (145.2421215 -37.8822078),17094,144.86,20.86
17756422,POINT (145.1218048 -37.9064906),6422,224.42,26.78
17756412,POINT (145.0009964 -37.5289669),28873,1454.91,312.95
17756410,POINT (145.2076059 -37.837951),15296,28.37,4.08
17756395,POINT (144.9746861 -37.8355073),28684,290.18,61.73
17756392,POINT (144.890612 -37.7675998),6265,280.38,45.42
17756362,POINT (144.9597389 -37.8093086),20471,209.49,28.21
17756350,POINT (145.0071132 -37.7704153),5091,1.96,0.2
17756341,POINT (145.043696 -37.6394211),22718,207.87,13.6
17756334,POINT (145.1789551 -37.9605148),438,711.51,98.57
17756331,POINT (147.1712545 -36.2183613),37505,635.43,58.8
17756321,POINT (144.9874674 -37.8141172),928,493.22,83.04
17756271,POINT (144.960808 -37.8084354),46866,289.35,47.29
17756250,POINT (144.5920022 -37.8499484),51886,75.02,17.28
17756249,POINT (145.299272 -38.0114807),12855,478.1,96.94
17756241,POINT (147.0626865 -38.1038105),41014,435.58,83.15
17756218,POINT (144.3044385 -38.2138917),45091,261.36,53.15
17756201,POINT (144.7162607 -37.9041793),46661,1034.35,139.61
17756194,POINT (144.3228651 -38.1229039),30283,170.56,40.93
17756178,POINT (144.989563 -37.8771967),12363,270.95,45.65
17756160,POINT (144.5862274 -37.67518829999999),10014,223.73,16.11
17756155,POINT (145.3328085 -38.109643),28331,389.84,59.26
17756146,POINT (144.2532488 -36.724469),16240,715.62,157.32
17756122,POINT (144.633039 -37.9169203),51894,704.8,81.2
17756118,POINT (144.9526873 -37.7597848),10531,161.14,22.17
17756115,POINT (144.9083055 -37.7813392),5777,132.54,30.24
17756110,POINT (144.9333787 -37.68564569999999),8890,184.4,34.38
17756109,POINT (144.7077424 -37.8443784),21792,425.14,53.45
17756086,POINT (145.0504066 -37.7678341),117,370.24,48.0
17756082,POINT (145.048736 -37.9471678),3506,294.21,54.53
17756081,POINT (145.1422129 -37.6966648),1752,140.52,17.88
17756076,POINT (142.1798352 -34.2350052),37021,801.6,104.62
17756054,POINT (145.1805232 -38.1030253),23006,227.1,43.76
17756044,POINT (144.9854424 -37.8588157),19703,387.99,69.98
17755969,POINT (145.0733585 -37.894348),vic:rail:HUG,341.59,81.98
17755955,POINT (143.8262033 -37.5278573),35042,329.63,40.35
17755954,POINT (145.0832823 -37.7193525),10961,334.16,38.81
17755944,POINT (144.7369764 -37.895152),4925,861.39,112.61
17755943,POINT (144.9521613 -37.8313948),340,193.05,44.39
17755941,POINT (145.0230065 -38.2699433),12340,208.33,28.14
17755922,POINT (145.0102657 -37.852904),3944,206.15,37.44
17755871,POINT (144.939224 -37.5857967),21911,719.63,107.24
17755865,POINT (145.0154146 -37.8144176),19389,671.66,81.75
17755853,POINT (145.1352155 -38.1370337),12075,139.08,33.38
17755843,POINT (144.9589035 -37.8082052),17856,343.4,47.13
17755836,POINT (144.9564083 -37.80531390000001),47741,135.86,22.98
17755835,POINT (144.9858169 -37.7968086),6051,110.84,26.6
17755817,POINT (144.9220471 -37.7207022),46531,157.72,37.85
17755774,POINT (145.0734838 -37.6817806),43441,374.1,48.32
17755750,POINT (145.120458 -38.1465159),13326,403.28,94.76
17755727,POINT (144.7706805 -37.908372),46655,472.04,65.67
17755726,POINT (145.0401873 -37.8902143),18403,133.48,29.84
17755710,POINT (147.7905644 -37.7899678),,,
